source_line	original	nomi_ru	nomi_uz	review_reason
21455	СПОНЖ Д/ЛИЦА САМЕО КОННЯКУ №1	Спонж для лица Самео Конняку №1	Sponj yuz uchun Sameo Konnyaku №1	unresolved_abbreviation
21461	СПРЕЙ Д/НОГ ОТ ПОТА И ЗАПАХА FRESH DRY 50МЛ	Спрей Д/ног ОТ Пота И Запаха FRESH DRY 50 мл	Sprey D/nog Ot Pota I Zapaxa FRESH DRY 50 ml	unresolved_abbreviation
21462	СПРЕЙ Д/НОГ ОТ ПОТА И ЗАПАХА POT STOP 15МЛ	Спрей Д/ног ОТ Пота И Запаха POT STOP 15 мл	Sprey D/nog Ot Pota I Zapaxa POT STOP 15 ml	unresolved_abbreviation
21463	СПРЕЙ Д/РТА G PLUS ENERGY 5МЛ	Спрей Д/рта G PLUS ENERGY 5 мл	Sprey D/rta G PLUS ENERGY 5 ml	unresolved_abbreviation
21464	СПРЕЙ Д/РТА G PLUS АНТИПОЛИС 5МЛ	Спрей Д/рта G PLUS Антиполис 5 мл	Sprey D/rta G PLUS Antipolis 5 ml	unresolved_abbreviation
21465	СПРЕЙ Д/РТА G PLUS ОТБЕЛ. 5МЛ	Спрей Д/рта G PLUS Отбел. 5 мл	Sprey D/rta G PLUS Otbel. 5 ml	unresolved_abbreviation
21466	СПРЕЙ Д/РУК И ТЕЛА АНТИСЕПТ G PLUS ENERGY 15МЛ	Спрей для рук И Тела Антисепт G PLUS ENERGY 15 мл	Sprey qo‘l uchun I Tela Antisept G PLUS ENERGY 15 ml	unresolved_abbreviation
21467	СПРЕЙ Д/РУК И ТЕЛА АНТИСЕПТ G PLUS FLASH 15МЛ	Спрей для рук И Тела Антисепт G PLUS FLASH 15 мл	Sprey qo‘l uchun I Tela Antisept G PLUS FLASH 15 ml	unresolved_abbreviation
21468	СПРЕЙ Д/РУК И ТЕЛА АНТИСЕПТ G PLUS FRESH 15МЛ	Спрей для рук И Тела Антисепт G PLUS FRESH 15 мл	Sprey qo‘l uchun I Tela Antisept G PLUS FRESH 15 ml	unresolved_abbreviation
21469	СПРЕЙ Д/ТЕЛА АНТИСЕПТ G PLUS ENERGY 50МЛ	Спрей для тела Антисепт G PLUS ENERGY 50 мл	Sprey tana uchun Antisept G PLUS ENERGY 50 ml	unresolved_abbreviation
21470	СПРЕЙ Д/ТЕЛА АНТИСЕПТ G PLUS FLASH 50МЛ	Спрей для тела Антисепт G PLUS FLASH 50 мл	Sprey tana uchun Antisept G PLUS FLASH 50 ml	unresolved_abbreviation
21471	СПРЕЙ Д/ТЕЛА АНТИСЕПТ G PLUS FRESH 50МЛ	Спрей для тела Антисепт G PLUS FRESH 50 мл	Sprey tana uchun Antisept G PLUS FRESH 50 ml	unresolved_abbreviation
21537	СПРИНЦОВКА ГИНЕКОЛОГИЧЕСКАЯ БK-12 С ТВЕР НАКОНЕЧНИКОМ (224МЛ)	Спринцовка Гинекологическая БK-12 С Твер Наконечником (224 мл)	Sprintsovka Ginekologicheskaya BK-12 S Tver Nakonechnikom (224 ml)	mixed_alphabet
21549	СРЕДСТВО Д/ЗУБОВ BIOREPAIR DESESIBILIZZANTE RIPARA-SMALTO 50МЛ	Средство Д/зубов BIOREPAIR DESESIBILIZZANTE RIPARA-SMALTO 50 мл	Sredstvo D/zubov BIOREPAIR DESESIBILIZZANTE RIPARA-SMALTO 50 ml	unresolved_abbreviation
21550	СРЕДСТВО Д/КУПАНИЯ DISNEY BABY РОМАШКА 250МЛ	Средство Д/купания DISNEY BABY Ромашка 250 мл	Sredstvo D/kupaniya DISNEY BABY Romashka 250 ml	unresolved_abbreviation
21551	СРЕДСТВО Д/КУПАНИЯ TOPFER С ОТРУБЯМИ И МАСЛОМ ОЛИВЫ 250Г	Средство Д/купания TOPFER С Отрубями И Маслом Оливы 250 г	Sredstvo D/kupaniya TOPFER S Otrubyami I Maslom Olivi 250 g	unresolved_abbreviation
21552	СРЕДСТВО Д/КУПАНИЯ TOPFER С РОЖДЕНИЯ 200 МЛ	Средство Д/купания TOPFER С Рождения 200 мл	Sredstvo D/kupaniya TOPFER S Rojdeniya 200 ml	unresolved_abbreviation
21553	СРЕДСТВО Д/КУПАНИЯ АЛИСА Д/ДЕТЕЙ 3 В 1 350МЛ	Средство Д/купания Алиса Д/детей 3 В 1 350 мл	Sredstvo D/kupaniya Alisa D/detey 3 V 1 350 ml	unresolved_abbreviation
21554	СРЕДСТВО Д/КУПАНИЯ ГУБКА БОБ 3-В-1 300МЛ	Средство Д/купания Губка БОБ 3-В-1 300 мл	Sredstvo D/kupaniya Gubka Bob 3-V-1 300 ml	unresolved_abbreviation
21555	СРЕДСТВО Д/КУПАНИЯ ДЕТСКОЕ AURA BABY РОМАШКА И КАЛЕНДУЛА 200МЛ	Средство Д/купания Детское AURA BABY Ромашка И Календула 200 мл	Sredstvo D/kupaniya Detskoe AURA BABY Romashka I Kalendula 200 ml	unresolved_abbreviation
21556	СРЕДСТВО Д/КУПАНИЯ Я И МАМА BABY РОМАШКА 200МЛ	Средство Д/купания Я И Мама BABY Ромашка 200 мл	Sredstvo D/kupaniya Ya I Mama BABY Romashka 200 ml	unresolved_abbreviation
21557	СРЕДСТВО Д/КУПАНИЯ Я И МАМА BABY ЧЕРЕДА 200МЛ	Средство Д/купания Я И Мама BABY Череда 200 мл	Sredstvo D/kupaniya Ya I Mama BABY Chereda 200 ml	unresolved_abbreviation
21558	СРЕДСТВО Д/СЖИГАНИЯ ЖИРА Д/ЖЕНЩИН NOBI NUTRITION WOMEN'S FAT BURNER КАПС №60	Средство Д/сжигания Жира Д/женщин NOBI NUTRITION WOMEN'S FAT BURNER капсулы №60	Sredstvo D/sjiganiya Jira D/jenshchin NOBI NUTRITION WOMEN'S FAT BURNER kapsula №60	unresolved_abbreviation
21559	СРЕДСТВО Д/СНЯТИЯ МАКИЯЖА NIVEA ДВОЙНОЙ ЭФФЕКТ 125МЛ	Средство Д/снятия Макияжа NIVEA Двойной Эффект 125 мл	Sredstvo D/snyatiya Makiyaja NIVEA Dvoynoy Effekt 125 ml	unresolved_abbreviation
21560	СРЕДСТВО Д/СНЯТИЯ МАКИЯЖА NIVEA МИЦИЛЯПНЫЙ ШЕЙК 125МЛ	Средство Д/снятия Макияжа NIVEA Мициляпный Шейк 125 мл	Sredstvo D/snyatiya Makiyaja NIVEA Mitsilyapniy Sheyk 125 ml	unresolved_abbreviation
21563	СРК БАЛЬЗАМ Д/ГУБ АНТИВОЗРАСТНОЙ ЛИФТИНГ	СРК Бальзам Д/губ Антивозрастной Лифтинг	Srk Balzam D/gub Antivozrastnoy Lifting	unresolved_abbreviation
21564	СРК БАЛЬЗАМ Д/ГУБ ПИТАНИЕ (ПЕРСИК)	СРК Бальзам Д/губ Питание (Персик)	Srk Balzam D/gub Pitanie (Persik)	unresolved_abbreviation
21565	СРК БАЛЬЗАМ Д/ГУБ УВЛАЖНЕНИЕ (АРБУЗ)	СРК Бальзам Д/губ Увлажнение (Арбуз)	Srk Balzam D/gub Uvlajnenie (Arbuz)	unresolved_abbreviation
21566	СРК ГЕЛЬ Д/НОГ ВЕНОТОН 70МЛ	СРК гель Д/ног Венотон 70 мл	Srk gel D/nog Venoton 70 ml	unresolved_abbreviation
21567	СРК КРЕМ Д/НОГ ДЕЗОДОРИРУЮЩИЙ 80МЛ	СРК крем Д/ног Дезодорирующий 80 мл	Srk krem D/nog Dezodoriruyushchiy 80 ml	unresolved_abbreviation
21568	СРК КРЕМ Д/НОГ ОЛИВК-ЛАНОЛИН 70МЛ	СРК крем Д/ног Оливк-ланолин 70 мл	Srk krem D/nog Olivk-lanolin 70 ml	unresolved_abbreviation
21569	СРК КРЕМ Д/НОГ СМЯГЧАЮЩИЙ 80МЛ	СРК крем Д/ног Смягчающий 80 мл	Srk krem D/nog Smyagchayushchiy 80 ml	unresolved_abbreviation
21570	СРК КРЕМ Д/РУК ЖЕНЬШЕНЕВЫЙ 70МЛ	СРК крем для рук Женьшеневый 70 мл	Srk krem qo‘l uchun Jensheneviy 70 ml	unresolved_abbreviation
21571	СРК КРЕМ Д/РУК И НОГТЕЙ УВЛАЖНЕНИЕ 80МЛ	СРК крем для рук И Ногтей Увлажнение 80 мл	Srk krem qo‘l uchun I Nogtey Uvlajnenie 80 ml	unresolved_abbreviation
21572	СРК КРЕМ Д/РУК ЛИМОННО-ГЛИЦЕР 70МЛ	СРК крем для рук Лимонно-глицер 70 мл	Srk krem qo‘l uchun Limonno-glitser 70 ml	unresolved_abbreviation
21573	СРК КРЕМ Д/РУК МИНДАЛЬНЫЙ 70МЛ	СРК крем для рук Миндальный 70 мл	Srk krem qo‘l uchun Mindalniy 70 ml	unresolved_abbreviation
21574	СРК КРЕМ Д/РУК ПИТАНИЕ 80МЛ	СРК крем для рук Питание 80 мл	Srk krem qo‘l uchun Pitanie 80 ml	unresolved_abbreviation
21575	СРК КРЕМ Д/ТЕЛА МАССАЖНЫЙ 70МЛ	СРК крем для тела Массажный 70 мл	Srk krem tana uchun Massajniy 70 ml	unresolved_abbreviation
21605	СТЕЛЬКИ ОРТОПЕДИЧ (№14)  Р. L ПРИ БОЛЯХ И ДИСКОМФОРТЕ В ПЯТКЕ	Стельки Ортопедич (№14) Р. L ПРИ Болях И Дискомфорте В Пятке	Stelki Ortopedich (№14) R. L Pri Bolyax I Diskomforte V Pyatke	unresolved_abbreviation
21606	СТЕЛЬКИ ОРТОПЕДИЧ (№14)  Р. M ПРИ БОЛЯХ И ДИСКОМФОРТЕ В ПЯТКЕ	Стельки Ортопедич (№14) Р. M ПРИ Болях И Дискомфорте В Пятке	Stelki Ortopedich (№14) R. M Pri Bolyax I Diskomforte V Pyatke	unresolved_abbreviation
21607	СТЕЛЬКИ ОРТОПЕДИЧ (№15)  ЖЕНСКИЕ Р. 38-42 (ГЕЛЕВЫЕ)	Стельки Ортопедич (№15) Женские Р. 38-42 (Гелевые)	Stelki Ortopedich (№15) Jenskie R. 38-42 (Gelevie)	unresolved_abbreviation
21608	СТЕЛЬКИ ОРТОПЕДИЧ (№15)  МУЖСКИЕ Р. 42-48 (ГЕЛЕВЫЕ)	Стельки Ортопедич (№15) Мужские Р. 42-48 (Гелевые)	Stelki Ortopedich (№15) Mujskie R. 42-48 (Gelevie)	unresolved_abbreviation
21609	СТЕЛЬКИ ОРТОПЕДИЧ (№16)  3/4 СТОПЫ Р. S	Стельки Ортопедич (№16) 3/4 Стопы Р. S	Stelki Ortopedich (№16) 3/4 Stopi R. S	unresolved_abbreviation
21610	СТЕЛЬКИ ОРТОПЕДИЧ (№16)  3/4 СТОПЫ Р. М	Стельки Ортопедич (№16) 3/4 Стопы Р. М	Stelki Ortopedich (№16) 3/4 Stopi R. M	unresolved_abbreviation
21613	СТЕЛЬКИ ОРТОПЕДИЧ (№18)  Р. SК	Стельки Ортопедич (№18) Р. SК	Stelki Ortopedich (№18) R. SK	mixed_alphabet,unresolved_abbreviation
21614	СТЕЛЬКИ ОРТОПЕДИЧ (№18)  Р. К	Стельки Ортопедич (№18) Р. К	Stelki Ortopedich (№18) R. K	unresolved_abbreviation
21615	СТЕЛЬКИ ОРТОПЕДИЧ (№19)  Р. L С ЭФФЕКТОМ ПАМЯТИ	Стельки Ортопедич (№19) Р. L С Эффектом Памяти	Stelki Ortopedich (№19) R. L S Effektom Pamyati	unresolved_abbreviation
21616	СТЕЛЬКИ ОРТОПЕДИЧ (№19)  Р. М С ЭФФЕКТОМ ПАМЯТИ	Стельки Ортопедич (№19) Р. М С Эффектом Памяти	Stelki Ortopedich (№19) R. M S Effektom Pamyati	unresolved_abbreviation
21620	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 36 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 36 (Кожаные)	Stelki Ortopedich (№7) R. 36 (Kojanie)	unresolved_abbreviation
21621	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 38 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 38 (Кожаные)	Stelki Ortopedich (№7) R. 38 (Kojanie)	unresolved_abbreviation
21622	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 39 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 39 (Кожаные)	Stelki Ortopedich (№7) R. 39 (Kojanie)	unresolved_abbreviation
21623	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 40 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 40 (Кожаные)	Stelki Ortopedich (№7) R. 40 (Kojanie)	unresolved_abbreviation
21624	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 41 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 41 (Кожаные)	Stelki Ortopedich (№7) R. 41 (Kojanie)	unresolved_abbreviation
21625	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 42 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 42 (Кожаные)	Stelki Ortopedich (№7) R. 42 (Kojanie)	unresolved_abbreviation
21626	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 43 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 43 (Кожаные)	Stelki Ortopedich (№7) R. 43 (Kojanie)	unresolved_abbreviation
21627	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 44 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 44 (Кожаные)	Stelki Ortopedich (№7) R. 44 (Kojanie)	unresolved_abbreviation
21628	СТЕЛЬКИ ОРТОПЕДИЧ (№7)  Р. 46 (КОЖАНЫЕ)	Стельки Ортопедич (№7) Р. 46 (Кожаные)	Stelki Ortopedich (№7) R. 46 (Kojanie)	unresolved_abbreviation
21636	СТЕНТ МОЧЕТОЧНИКОВЫЙ RUSCH Р. 5 №1	Стент Мочеточниковый RUSCH Р. 5 №1	Stent Mochetochnikoviy RUSCH R. 5 №1	unresolved_abbreviation
21637	СТЕНТ МОЧЕТОЧНИКОВЫЙ RUSCH Р. 6 №1	Стент Мочеточниковый RUSCH Р. 6 №1	Stent Mochetochnikoviy RUSCH R. 6 №1	unresolved_abbreviation
21638	СТЕНТ МОЧЕТОЧНИКОВЫЙ RUSCH Р. 7 №1	Стент Мочеточниковый RUSCH Р. 7 №1	Stent Mochetochnikoviy RUSCH R. 7 №1	unresolved_abbreviation
21639	СТЕНТ МОЧЕТОЧНИКОВЫЙ С ПРОВОД RUSCH Р. 5 №1	Стент Мочеточниковый С Провод RUSCH Р. 5 №1	Stent Mochetochnikoviy S Provod RUSCH R. 5 №1	unresolved_abbreviation
21640	СТЕНТ МОЧЕТОЧНИКОВЫЙ С ПРОВОД RUSCH Р. 7 №1	Стент Мочеточниковый С Провод RUSCH Р. 7 №1	Stent Mochetochnikoviy S Provod RUSCH R. 7 №1	unresolved_abbreviation
21663	СТОМАТОЛОГИЧЕСКИЙ НАБОР О/Р	Стоматологический Набор О/Р	Stomatologicheskiy Nabor O/r	unresolved_abbreviation
21692	СТРЕПТОКИНАЗА ПОР Д/ИН 1500000МЕ ФЛ №1**	Стрептокиназа порошок для инъекций 1500000МЕ флакон №1**	Streptokinaza kukun inyeksiya uchun 1500000Me flakon №1**	source_marker
21731	СТРОНГИУМ ЦИНК-10МГ/10МЛ Р-Р Д/ПРИЕМА ВНУТРЬ 10МЛ №10	Стронгиум Цинк-10 мг/10 мл раствор Д/приема Внутрь 10 мл №10	Strongium Tsink-10 mg/10 ml eritma D/priema Vnutr 10 ml №10	unresolved_abbreviation
21732	СТРОНГИУМ ЦИНК-5МГ/5МЛ Р-Р Д/ПРИЕМА ВНУТРЬ 5МЛ №10	Стронгиум Цинк-5 мг/5 мл раствор Д/приема Внутрь 5 мл №10	Strongium Tsink-5 mg/5 ml eritma D/priema Vnutr 5 ml №10	unresolved_abbreviation
21755	СУКРАФИЛ ПОР Д/СУСП 1Г/10МЛ 200МЛ	Сукрафил порошок для приготовления суспензии 1 г/10 мл 200 мл	Sukrafil kukun suspenziya tayyorlash uchun 1 g/10 ml 200 ml	unresolved_abbreviation
21790	СУМАБАКТ ПОР Д/СУСП 200МГ/5МЛ 15МЛ	Сумабакт порошок для приготовления суспензии 200 мг/5 мл 15 мл	Sumabakt kukun suspenziya tayyorlash uchun 200 mg/5 ml 15 ml	unresolved_abbreviation
21800	СУМАМОКС ПОР Д/СУСП 100МГ/5МЛ 20МЛ	Сумамокс порошок для приготовления суспензии 100 мг/5 мл 20 мл	Sumamoks kukun suspenziya tayyorlash uchun 100 mg/5 ml 20 ml	unresolved_abbreviation
21801	СУМАМОКС ПОР Д/СУСП 200МГ/5МЛ 20МЛ	Сумамокс порошок для приготовления суспензии 200 мг/5 мл 20 мл	Sumamoks kukun suspenziya tayyorlash uchun 200 mg/5 ml 20 ml	unresolved_abbreviation
21821	СУПЕРОПТИК ГИДРОБАЛАНС ГЛ/КАП 5МЛ №2	Супероптик Гидробаланс Гл/кап 5 мл №2	Superoptik Gidrobalans Gl/kap 5 ml №2	unresolved_abbreviation
21822	СУПЕРОПТИК ГИДРОБАЛАНС-1 ГЛ/КАП 0,5МЛ №12	Супероптик Гидробаланс-1 Гл/кап 0,5 мл №12	Superoptik Gidrobalans-1 Gl/kap 0,5 ml №12	unresolved_abbreviation
21853	СУПРАКС ПОР Д/СУСП 100МГ/5МЛ	Супракс порошок для приготовления суспензии 100 мг/5 мл	Supraks kukun suspenziya tayyorlash uchun 100 mg/5 ml	unresolved_abbreviation
21901	СЫВОРОТКА Д/ЛИЦА SWISS ENERGY LIPOSOMAL FACE SERUM УВЛАЖ ЛИПОСОМАЛЬНАЯ 30МЛ	Сыворотка для лица SWISS ENERGY LIPOSOMAL FACE SERUM Увлаж Липосомальная 30 мл	Sivorotka yuz uchun SWISS ENERGY LIPOSOMAL FACE SERUM Uvlaj Liposomalnaya 30 ml	unresolved_abbreviation
21935	ТАВАНИК Р/Р Д/ИНФ 5МГ/МЛ 500МГ 100МЛ	Таваник Р/Р для инфузий 5 Мг/мл 500 мг 100 мл	Tavanik R/r infuziya uchun 5 Mg/ml 500 mg 100 ml	unresolved_abbreviation
21988	ТАМБАК 50 ПОР Д/СУСП 50МГ/5МЛ 60МЛ	Тамбак 50 порошок для приготовления суспензии 50 мг/5 мл 60 мл	Tambak 50 kukun suspenziya tayyorlash uchun 50 mg/5 ml 60 ml	unresolved_abbreviation
21989	ТАМЕКРАЗ ГЛ/МАЗЬ 5Г	Тамекраз Гл/мазь 5 г	Tamekraz Gl/maz 5 g	unresolved_abbreviation
21998	ТАМОКСИФЕН ТАБ 10МГ №30**	Тамоксифен таблетки 10 мг №30**	Tamoksifen tabletka 10 mg №30**	source_marker
22000	ТАМОКСИФЕН-ЗДОРОВЬЕ ТАБ 10МГ №60**	Тамоксифен-здоровье таблетки 10 мг №60**	Tamoksifen-zdorove tabletka 10 mg №60**	source_marker
22075	ТЕЙМУРОВА КРЕМ-ПАСТА Д/НОГ 50Г	Теймурова Крем-паста Д/ног 50 г	Teymurova Krem-pasta D/nog 50 g	unresolved_abbreviation
22079	ТЕЙМУРОВА СПРЕЙ Д/НОГ ОТ ЗАПАХА И ПОТА 150МЛ	Теймурова спрей Д/ног ОТ Запаха И Пота 150 мл	Teymurova sprey D/nog Ot Zapaxa I Pota 150 ml	unresolved_abbreviation
22080	ТЕЙМУРОВА СПРЕЙ Д/НОГ ОТ ЗАПАХА И ПОТА 200МЛ	Теймурова спрей Д/ног ОТ Запаха И Пота 200 мл	Teymurova sprey D/nog Ot Zapaxa I Pota 200 ml	unresolved_abbreviation
22081	ТЕЙМУРОВА СПРЕЙ Д/НОГ ОТ ЗАПАХА И ПОТА С САЛИЦИЛОВОЙ КИСЛОТОЙ 150МЛ	Теймурова спрей Д/ног ОТ Запаха И Пота С Салициловой Кислотой 150 мл	Teymurova sprey D/nog Ot Zapaxa I Pota S Salitsilovoy Kislotoy 150 ml	unresolved_abbreviation
22082	ТЕЙМУРОВА СПРЕЙ Д/НОГ ОТ ЗАПАХА И ПОТА ЧАЙНОЕ ДЕРЕВО 150МЛ	Теймурова спрей Д/ног ОТ Запаха И Пота Чайное Дерево 150 мл	Teymurova sprey D/nog Ot Zapaxa I Pota Chaynoe Derevo 150 ml	unresolved_abbreviation
22124	ТЕНА PANTS-L ТРУСИКИ Д/ВЗРОСЛЫХ №10	Тена PANTS-L Трусики Д/взрослых №10	Tena PANTS-L Trusiki D/vzroslix №10	unresolved_abbreviation
22125	ТЕНА PANTS-M ТРУСИКИ Д/ВЗРОСЛЫХ №10	Тена PANTS-M Трусики Д/взрослых №10	Tena PANTS-M Trusiki D/vzroslix №10	unresolved_abbreviation
22126	ТЕНА СЛИП-L ПОДГУЗНИКИ Д/ВЗРОСЛЫХ №30	Тена Слип-L подгузники Д/взрослых №30	Tena Slip-L taglik D/vzroslix №30	unresolved_abbreviation
22127	ТЕНА СЛИП-M ПОДГУЗНИКИ Д/ВЗРОСЛЫХ №10	Тена Слип-M подгузники Д/взрослых №10	Tena Slip-M taglik D/vzroslix №10	unresolved_abbreviation
22128	ТЕНА СЛИП-M ПОДГУЗНИКИ Д/ВЗРОСЛЫХ №30	Тена Слип-M подгузники Д/взрослых №30	Tena Slip-M taglik D/vzroslix №30	unresolved_abbreviation
22199	ТЕРМОМЕТР БЕСКОНТАКТНЫЙ MILLION CARE М. IT-100	Термометр Бесконтактный MILLION CARE М. IT-100	Termometr Beskontaktniy MILLION CARE M. IT-100	unresolved_abbreviation
22211	ТЕРМОМЕТР РТУТНЫЙ ATM PARTNERS М. LA11	Термометр Ртутный ATM PARTNERS М. LA11	Termometr Rtutniy ATM PARTNERS M. LA11	unresolved_abbreviation
22244	ТЕРМОМЕТР ЦИФРОВОЙ М. KFT-04	Термометр Цифровой М. KFT-04	Termometr Tsifrovoy M. KFT-04	unresolved_abbreviation
22253	ТЕРМОЧЕХОЛ Д/БУТЫЛОЧЕК CHICCO 0М+ /2856/	Термочехол Д/бутылочек CHICCO 0М+ /2856/	Termochexol D/butilochek CHICCO 0M+ /2856/	unresolved_abbreviation
22300	ТЕТРАКАИН ГЛ/КАПЛИ 1% 10МЛ**	Тетракаин глазные капли 1% 10 мл**	Tetrakain ko‘z tomchilari 1% 10 ml**	source_marker
22304	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 10Г	Тетрациклин Гл/мазь 1% 10 г	Tetratsiklin Gl/maz 1% 10 g	unresolved_abbreviation
22305	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 10Г	Тетрациклин Гл/мазь 1% 10 г	Tetratsiklin Gl/maz 1% 10 g	unresolved_abbreviation
22306	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 3Г	Тетрациклин Гл/мазь 1% 3 г	Tetratsiklin Gl/maz 1% 3 g	unresolved_abbreviation
22307	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 3Г	Тетрациклин Гл/мазь 1% 3 г	Tetratsiklin Gl/maz 1% 3 g	unresolved_abbreviation
22308	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 3Г	Тетрациклин Гл/мазь 1% 3 г	Tetratsiklin Gl/maz 1% 3 g	unresolved_abbreviation
22309	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 3Г	Тетрациклин Гл/мазь 1% 3 г	Tetratsiklin Gl/maz 1% 3 g	unresolved_abbreviation
22310	ТЕТРАЦИКЛИН ГЛ/МАЗЬ 1% 3Г	Тетрациклин Гл/мазь 1% 3 г	Tetratsiklin Gl/maz 1% 3 g	unresolved_abbreviation
22316	ТЕТРАЦИКЛИН-GT ГЛ/МАЗЬ 1% 5Г	Тетрациклин-GT Гл/мазь 1% 5 г	Tetratsiklin-GT Gl/maz 1% 5 g	unresolved_abbreviation
22317	ТЕТРАЦИКЛИН-MR ГЛ/МАЗЬ 1% 10Г	Тетрациклин-MR Гл/мазь 1% 10 г	Tetratsiklin-MR Gl/maz 1% 10 g	unresolved_abbreviation
22322	ТЕТРАЦИКЛИНА Г/Х ГЛ/МАЗЬ 1% 3Г	Тетрациклина Г/Х Гл/мазь 1% 3 г	Tetratsiklina G/x Gl/maz 1% 3 g	unresolved_abbreviation
22323	ТЕТРАЦИКЛИНА Г/Х ТАБ 100МГ №20	Тетрациклина Г/Х таблетки 100 мг №20	Tetratsiklina G/x tabletka 100 mg №20	unresolved_abbreviation
22376	ТИВОМАКС-ДАРНИЦА Р-Р Л/ИНФ 42МГ/МЛ 100МЛ	Тивомакс-дарница раствор Л/инф 42 Мг/мл 100 мл	Tivomaks-darnitsa eritma L/inf 42 Mg/ml 100 ml	unresolved_abbreviation
22389	ТИЗЕРЦИН 25МГ/МЛ 1МЛ №10**	Тизерцин 25 Мг/мл 1 мл №10**	Tizertsin 25 Mg/ml 1 ml №10**	source_marker
22390	ТИЗЕРЦИН ТАБ 25МГ №50**	Тизерцин таблетки 25 мг №50**	Tizertsin tabletka 25 mg №50**	source_marker
22437	ТИОТРИАЗОЛИН АМП 2,5% 2МЛ №10**	Тиотриазолин ампулы 2,5% 2 мл №10**	Tiotriazolin ampula 2,5% 2 ml №10**	source_marker
22438	ТИОТРИАЗОЛИН АМП 2,5% 4МЛ №10**	Тиотриазолин ампулы 2,5% 4 мл №10**	Tiotriazolin ampula 2,5% 4 ml №10**	source_marker
22443	ТИОТРИН С.Т АМП 2,5% 2МЛ №10	Тиотрин С.Т ампулы 2,5% 2 мл №10	Tiotrin S.T ampula 2,5% 2 ml №10	unresolved_abbreviation
22511	ТОБРА ГЛ/УШ КАПЛИ 0,3% 10МЛ	Тобра Гл/уш капли 0,3% 10 мл	Tobra Gl/ush tomchi 0,3% 10 ml	unresolved_abbreviation
22514	ТОБРАДЕКС ГЛ/МАЗЬ 3,5Г	Тобрадекс Гл/мазь 3,5 г	Tobradeks Gl/maz 3,5 g	unresolved_abbreviation
22520	ТОБРЕКС ГЛ/МАЗЬ 0,3% 3,5Г	Тобрекс Гл/мазь 0,3% 3,5 г	Tobreks Gl/maz 0,3% 3,5 g	unresolved_abbreviation
22524	ТОБРИМЕД ГЛ/МАЗЬ 0,3% 5Г	Тобримед Гл/мазь 0,3% 5 г	Tobrimed Gl/maz 0,3% 5 g	unresolved_abbreviation
22563	ТОНИК Д/ЛИЦА SWISS ENERGY HYDRATING FACIAL TONIC УВЛАЖ С ЛИПОСОМАЛЬНОЙ ВОДОЙ 100МЛ	Тоник для лица SWISS ENERGY HYDRATING FACIAL TONIC Увлаж С Липосомальной Водой 100 мл	Tonik yuz uchun SWISS ENERGY HYDRATING FACIAL TONIC Uvlaj S Liposomalnoy Vodoy 100 ml	unresolved_abbreviation
22565	ТОНИКАР Р-Р Д/ПРИЕМА ВНУТРЬ 50МЛ	Тоникар раствор Д/приема Внутрь 50 мл	Tonikar eritma D/priema Vnutr 50 ml	unresolved_abbreviation
22575	ТОНОМЕТР BEURER BМ 16	Тонометр BEURER BМ 16	Tonometr BEURER BM 16	mixed_alphabet
22600	ТОНОМЕТР LD-60 МЕХАНИЧ Д/ДОМАШ ПОЛЬЗ	Тонометр LD-60 Механич Д/домаш Польз	Tonometr LD-60 Mexanich D/domash Polz	unresolved_abbreviation
22673	ТОПИКРЕМ БАЛЬЗАМ DA EMOLLIENT BAUME Д/ЛИЦА И ТЕЛА СМЯГЧАЮЩИЙ 500МЛ	Топикрем Бальзам DA EMOLLIENT BAUME для лица И Тела Смягчающий 500 мл	Topikrem Balzam DA EMOLLIENT BAUME yuz uchun I Tela Smyagchayushchiy 500 ml	unresolved_abbreviation
