source_line	original	nomi_ru	nomi_uz	review_reason
22679	ТОПИКРЕМ КРЕМ CICA УСПОКАИВАЮЩИЙ 40МЛ	Топикрем крем CICA Успокаивающий 40 мл	Topikrem krem CICA Uspokaivayushchiy 40 ml	brand_spelling_not_verified
22680	ТОПИКРЕМ КРЕМ UR-10 ANTI-CALLUSES FOOT CREAM Д/НОГ ОТ НАТОПТЫШЕЙ И МОЗОЛЕЙ 75МЛ	Топикрем крем UR-10 ANTI-CALLUSES FOOT CREAM Д/ног ОТ Натоптышей И Мозолей 75 мл	Topikrem krem UR-10 ANTI-CALLUSES FOOT CREAM D/nog Ot Natoptishey I Mozoley 75 ml	unresolved_abbreviation
22681	ТОПИКРЕМ КРЕМ UR-10 ANTI-ROUGHNESS SMOOTHING Д/ОГРУБЕВШЕЙ КОЖИ СМЯГЧАЮЩИЙ 200МЛ	Топикрем крем UR-10 ANTI-ROUGHNESS SMOOTHING Д/огрубевшей Кожи Смягчающий 200 мл	Topikrem krem UR-10 ANTI-ROUGHNESS SMOOTHING D/ogrubevshey Koji Smyagchayushchiy 200 ml	unresolved_abbreviation
22682	ТОПИКРЕМ КРЕМ ЛЕГКИЙ CALM+LIGHT SOOTHING MOISTURIZING CREAM УСПОКАИВАЮЩИЙ 40МЛ	Топикрем крем Легкий CALM+LIGHT SOOTHING MOISTURIZING CREAM Успокаивающий 40 мл	Topikrem krem Legkiy CALM+LIGHT SOOTHING MOISTURIZING CREAM Uspokaivayushchiy 40 ml	brand_spelling_not_verified
22683	ТОПИКРЕМ МИЦЕЛЛЯРНАЯ ВОДА CALM+ SOOTHING MICELLAR WATER УСПОКАИВАЮЩАЯ 200МЛ	Топикрем Мицеллярная Вода CALM+ SOOTHING MICELLAR WATER Успокаивающая 200 мл	Topikrem Mitsellyarnaya Voda CALM+ SOOTHING MICELLAR WATER Uspokaivayushchaya 200 ml	brand_spelling_not_verified
22684	ТОПИКРЕМ МИЦЕЛЛЯРНАЯ ВОДА CALM+ SOOTHING MICELLAR WATER УСПОКАИВАЮЩАЯ 400МЛ	Топикрем Мицеллярная Вода CALM+ SOOTHING MICELLAR WATER Успокаивающая 400 мл	Topikrem Mitsellyarnaya Voda CALM+ SOOTHING MICELLAR WATER Uspokaivayushchaya 400 ml	brand_spelling_not_verified
22685	ТОПИКРЕМ МИЦЕЛЛЯРНАЯ ВОДА GENTLE MICELLAR WATER 400МЛ	Топикрем Мицеллярная Вода GENTLE MICELLAR WATER 400 мл	Topikrem Mitsellyarnaya Voda GENTLE MICELLAR WATER 400 ml	brand_spelling_not_verified
22686	ТОПИКРЕМ МОЛОЧКО ULTRA-MOISTURIZING BODY MILK Д/ТЕЛА УЛЬТРАУВЛАЖНЯЮЩЕЕ 1000МЛ	Топикрем Молочко ULTRA-MOISTURIZING BODY MILK для тела Ультраувлажняющее 1000 мл	Topikrem Molochko ULTRA-MOISTURIZING BODY MILK tana uchun Ultrauvlajnyayushchee 1000 ml	unresolved_abbreviation
22687	ТОПИКРЕМ УЛЬТРА-УВЛАЖНЯЮЩАЯ ЭМУЛЬСИЯ ULTRA-MOISTURIZING BODY MILK Д/ТЕЛА 75МЛ	Топикрем Ультра-увлажняющая Эмульсия ULTRA-MOISTURIZING BODY MILK для тела 75 мл	Topikrem Ultra-uvlajnyayushchaya Emulsiya ULTRA-MOISTURIZING BODY MILK tana uchun 75 ml	unresolved_abbreviation
22688	ТОРАЗ ТАБ 10МГ №30	Тораз таблетки 10 мг №30	Toraz tabletka 10 mg №30	brand_spelling_not_verified
22689	ТОРАЗ ТАБ 5МГ №30	Тораз таблетки 5 мг №30	Toraz tabletka 5 mg №30	brand_spelling_not_verified
22690	ТОРАСЕМИД САНДОЗ ТАБ 10МГ №30	Торасемид Сандоз таблетки 10 мг №30	Torasemid Sandoz tabletka 10 mg №30	brand_spelling_not_verified
22691	ТОРВАКАРД ТАБ 10МГ №30	Торвакард таблетки 10 мг №30	Torvakard tabletka 10 mg №30	brand_spelling_not_verified
22692	ТОРВАКАРД ТАБ 20МГ №30	Торвакард таблетки 20 мг №30	Torvakard tabletka 20 mg №30	brand_spelling_not_verified
22693	ТОРВАКАРД ТАБ 40МГ №30	Торвакард таблетки 40 мг №30	Torvakard tabletka 40 mg №30	brand_spelling_not_verified
22694	ТОРВАТОР ТАБ 10МГ №20	Торватор таблетки 10 мг №20	Torvator tabletka 10 mg №20	brand_spelling_not_verified
22695	ТОРВАТОР ТАБ 20МГ №20	Торватор таблетки 20 мг №20	Torvator tabletka 20 mg №20	brand_spelling_not_verified
22696	ТОРВЕНТА ТАБ 10МГ №30	Торвента таблетки 10 мг №30	Torventa tabletka 10 mg №30	brand_spelling_not_verified
22697	ТОРВЕНТА ТАБ 5МГ №30	Торвента таблетки 5 мг №30	Torventa tabletka 5 mg №30	brand_spelling_not_verified
22698	ТОРЕО СПРЕЙ 18,38МГ/МЛ 20МЛ	Торео спрей 18,38 Мг/мл 20 мл	Toreo sprey 18,38 Mg/ml 20 ml	brand_spelling_not_verified
22699	ТОРИВИТ ТАБ №60	Торивит таблетки №60	Torivit tabletka №60	brand_spelling_not_verified
22700	ТОРПЕДО 100 ТАБ №20	Торпедо 100 таблетки №20	Torpedo 100 tabletka №20	brand_spelling_not_verified
22701	ТОРПЕДО 50 ТАБ №20	Торпедо 50 таблетки №20	Torpedo 50 tabletka №20	brand_spelling_not_verified
22702	ТОРПЕДО DX 100 ТАБ №20	Торпедо DX 100 таблетки №20	Torpedo DX 100 tabletka №20	brand_spelling_not_verified
22703	ТОРПЕДО DX 100 ТАБ №4	Торпедо DX 100 таблетки №4	Torpedo DX 100 tabletka №4	brand_spelling_not_verified
22704	ТОРПЕДО DX 50 ТАБ №20	Торпедо DX 50 таблетки №20	Torpedo DX 50 tabletka №20	brand_spelling_not_verified
22705	ТОРПЕДО DX 50 ТАБ №4	Торпедо DX 50 таблетки №4	Torpedo DX 50 tabletka №4	brand_spelling_not_verified
22706	ТОРРОКС 100МЛ №1	Торрокс 100 мл №1	Torroks 100 ml №1	brand_spelling_not_verified
22707	ТОРРОКС 200МЛ №1	Торрокс 200 мл №1	Torroks 200 ml №1	brand_spelling_not_verified
22708	ТОРСИД АМП 5МГ/МЛ 4МЛ №5	Торсид ампулы 5 Мг/мл 4 мл №5	Torsid ampula 5 Mg/ml 4 ml №5	brand_spelling_not_verified
22709	ТОРСИД ТАБ 10МГ №30	Торсид таблетки 10 мг №30	Torsid tabletka 10 mg №30	brand_spelling_not_verified
22710	ТОРСИД ТАБ 5МГ №30	Торсид таблетки 5 мг №30	Torsid tabletka 5 mg №30	brand_spelling_not_verified
22711	ТОТЕМА РАСТВОР 10МЛ №20	Тотема раствор 10 мл №20	Totema eritma 10 ml №20	brand_spelling_not_verified
22712	ТРАВАМАКС ГРАН 5Г №5 (МЕД И ЛИМОН)	Травамакс гранулы 5 г №5 (МЕД И Лимон)	Travamaks granula 5 g №5 (Med I Limon)	brand_spelling_not_verified
22713	ТРАВАМАКС ГРАН 5Г №5 (ЧЕРНАЯ СМОРОДИНА)	Травамакс гранулы 5 г №5 (Черная Смородина)	Travamaks granula 5 g №5 (Chernaya Smorodina)	brand_spelling_not_verified
22714	ТРАВАМАКС ЛЕДЕНЦЫ (АПЕЛЬСИН) №16	Травамакс Леденцы (Апельсин) №16	Travamaks Ledentsi (Apelsin) №16	brand_spelling_not_verified
22715	ТРАВАМАКС ЛЕДЕНЦЫ (МЕД) №16	Травамакс Леденцы (МЕД) №16	Travamaks Ledentsi (Med) №16	brand_spelling_not_verified
22716	ТРАВАМАКС ЛЕДЕНЦЫ (МЯТА) №16	Травамакс Леденцы (Мята) №16	Travamaks Ledentsi (Myata) №16	brand_spelling_not_verified
22717	ТРАВАМАКС ЛЕДЕНЦЫ КЛУБНИКА №16	Травамакс Леденцы Клубника №16	Travamaks Ledentsi Klubnika №16	brand_spelling_not_verified
22718	ТРАВАМАКС ЛЕДЕНЦЫ ЛИМОН №16	Травамакс Леденцы Лимон №16	Travamaks Ledentsi Limon №16	brand_spelling_not_verified
22719	ТРАВАМАКС ЛЕДЕНЦЫ МЕД И ЛИМОН №16	Травамакс Леденцы МЕД И Лимон №16	Travamaks Ledentsi Med I Limon №16	brand_spelling_not_verified
22720	ТРАВАМАКС ПЛЮС ГРАН 5Г №5 (МЕД И ЛИМОН)	Травамакс Плюс гранулы 5 г №5 (МЕД И Лимон)	Travamaks Plyus granula 5 g №5 (Med I Limon)	brand_spelling_not_verified
22721	ТРАВАМАКС ПЛЮС СИРОП 100МЛ(МЕД И АПЕЛЬСИН)	Травамакс Плюс сироп 100 мл(МЕД И Апельсин)	Travamaks Plyus sirop 100 ml(Med I Apelsin)	brand_spelling_not_verified
22722	ТРАВАМАКС СИРОП 100МЛ	Травамакс сироп 100 мл	Travamaks sirop 100 ml	brand_spelling_not_verified
22723	ТРАВАНОЛ ПАСТ №16	Траванол Паст №16	Travanol Past №16	brand_spelling_not_verified
22724	ТРАВАНОЛ-С ЛЕДЕНЦЫ №200	Траванол-с Леденцы №200	Travanol-s Ledentsi №200	brand_spelling_not_verified
22725	ТРАВАПРЕСС ДУО ГЛ/КАПЛИ 0,004%/0,5% 2,5МЛ	Травапресс ДУО глазные капли 0,004%/0,5% 2,5 мл	Travapress Duo ko‘z tomchilari 0,004%/0,5% 2,5 ml	brand_spelling_not_verified
22726	ТРАВАПРЕСС РОМФАРМ ГЛ/КАПЛИ 0,04МГ/МЛ 2,5МЛ	Травапресс Ромфарм глазные капли 0,04 Мг/мл 2,5 мл	Travapress Romfarm ko‘z tomchilari 0,04 Mg/ml 2,5 ml	brand_spelling_not_verified
22727	ТРАВАТАН ГЛ/КАПЛИ 40МКГ/МЛ 2,5МЛ	Траватан глазные капли 40 Мкг/мл 2,5 мл	Travatan ko‘z tomchilari 40 Mkg/ml 2,5 ml	brand_spelling_not_verified
22728	ТРАВИСИЛ СИРОП 100МЛ	Трависил сироп 100 мл	Travisil sirop 100 ml	brand_spelling_not_verified
22729	ТРАВМАТОЛИН ТАБ №30	Травматолин таблетки №30	Travmatolin tabletka №30	brand_spelling_not_verified
22730	ТРАВРЕЛАКС ГРАН 5Г №6	Траврелакс гранулы 5 г №6	Travrelaks granula 5 g №6	brand_spelling_not_verified
22731	ТРАВРЕЛАКС ПАСТ №100 (АПЕЛЬСИН)	Траврелакс Паст №100 (Апельсин)	Travrelaks Past №100 (Apelsin)	brand_spelling_not_verified
22732	ТРАВРЕЛАКС ПАСТ №100 (МЕД И ЛИМОН)	Траврелакс Паст №100 (МЕД И Лимон)	Travrelaks Past №100 (Med I Limon)	brand_spelling_not_verified
22733	ТРАВРЕЛАКС СИРОП 100МЛ	Траврелакс сироп 100 мл	Travrelaks sirop 100 ml	brand_spelling_not_verified
22734	ТРАВЯННЫЕ ЛЕДЕНЦЫ SWISS ENERGY СО ВКУСОМ МЕДА №13	Травянные Леденцы SWISS ENERGY СО Вкусом Меда №13	Travyannie Ledentsi SWISS ENERGY So Vkusom Meda №13	brand_spelling_not_verified
22735	ТРАВЯННЫЕ ЛЕДЕНЦЫ SWISS ENERGY СО ВКУСОМ ШАЛФЕЯ №13	Травянные Леденцы SWISS ENERGY СО Вкусом Шалфея №13	Travyannie Ledentsi SWISS ENERGY So Vkusom Shalfeya №13	brand_spelling_not_verified
22736	ТРАВЯННЫЕ ЛЕДЕНЦЫ SWISS ENERGY СО ВКУСОМ ЭВКАЛИПТ И МЕНТОЛ №13	Травянные Леденцы SWISS ENERGY СО Вкусом Эвкалипт И Ментол №13	Travyannie Ledentsi SWISS ENERGY So Vkusom Evkalipt I Mentol №13	brand_spelling_not_verified
22737	ТРАЙКОР ТАБ 145МГ №30	Трайкор таблетки 145 мг №30	Traykor tabletka 145 mg №30	brand_spelling_not_verified
22738	ТРАКСИВАЗИН ГЕЛЬ 2% 25Г	Траксивазин гель 2% 25 г	Traksivazin gel 2% 25 g	brand_spelling_not_verified
22739	ТРАНЕКС АМП 250МГ/5МЛ №25	Транекс ампулы 250 мг/5 мл №25	Traneks ampula 250 mg/5 ml №25	brand_spelling_not_verified
22740	ТРАНЕКСАМ АМП 5МЛ №10	Транексам ампулы 5 мл №10	Traneksam ampula 5 ml №10	brand_spelling_not_verified
22741	ТРАНЕКСАМ ТАБ 250МГ №10	Транексам таблетки 250 мг №10	Traneksam tabletka 250 mg №10	brand_spelling_not_verified
22742	ТРАНЕКСАМ ТАБ 250МГ №30	Транексам таблетки 250 мг №30	Traneksam tabletka 250 mg №30	brand_spelling_not_verified
22743	ТРАУМЕЛЬ С АМП 2,2МЛ №100	Траумель С ампулы 2,2 мл №100	Traumel S ampula 2,2 ml №100	brand_spelling_not_verified
22744	ТРАУМЕЛЬ С АМП 2,2МЛ №5	Траумель С ампулы 2,2 мл №5	Traumel S ampula 2,2 ml №5	brand_spelling_not_verified
22745	ТРАУМЕЛЬ С МАЗЬ 50Г	Траумель С мазь 50 г	Traumel S surtma 50 g	brand_spelling_not_verified
22746	ТРАУМЕЛЬ С ТАБ №50	Траумель С таблетки №50	Traumel S tabletka №50	brand_spelling_not_verified
22747	ТРАХИСАН ТАБ №20	Трахисан таблетки №20	Traxisan tabletka №20	brand_spelling_not_verified
22748	ТРЕАТАПРОСТ КАПС №30	Треатапрост капсулы №30	Treataprost kapsula №30	brand_spelling_not_verified
22749	ТРЕКСАМИН 500МГ КАПС №20	Трексамин 500 мг капсулы №20	Treksamin 500 mg kapsula №20	brand_spelling_not_verified
22750	ТРЕКСАМИН Р-Р Д/ИН 10% 5МЛ №10	Трексамин раствор для инъекций 10% 5 мл №10	Treksamin eritma inyeksiya uchun 10% 5 ml №10	brand_spelling_not_verified
22751	ТРЕМИН АМП 500МГ/5МЛ №10	Тремин ампулы 500 мг/5 мл №10	Tremin ampula 500 mg/5 ml №10	brand_spelling_not_verified
22752	ТРЕМИН АМП 500МГ/5МЛ №10	Тремин ампулы 500 мг/5 мл №10	Tremin ampula 500 mg/5 ml №10	brand_spelling_not_verified
22753	ТРЕНАЖЕР ДЛЯ РУК	Тренажер ДЛЯ РУК	Trenajer Dlya Ruk	brand_spelling_not_verified
22754	ТРЕНАКСА АМП 5МЛ №5	Тренакса ампулы 5 мл №5	Trenaksa ampula 5 ml №5	brand_spelling_not_verified
22755	ТРЕНАКСА ТАБ 500МГ №12	Тренакса таблетки 500 мг №12	Trenaksa tabletka 500 mg №12	brand_spelling_not_verified
22756	ТРЕНПЕНТАЛ АМП 2% 5МЛ №10	Тренпентал ампулы 2% 5 мл №10	Trenpental ampula 2% 5 ml №10	brand_spelling_not_verified
22757	ТРЕНТАЛ 400 ТАБ 400МГ №20	Трентал 400 таблетки 400 мг №20	Trental 400 tabletka 400 mg №20	brand_spelling_not_verified
22758	ТРЕНТАЛ КОНЦ Д/ИНФ 20МГ/МЛ 5МЛ №5	Трентал Конц для инфузий 20 Мг/мл 5 мл №5	Trental Konts infuziya uchun 20 Mg/ml 5 ml №5	brand_spelling_not_verified
22759	ТРЕНТАЛ ТАБ 100МГ №60	Трентал таблетки 100 мг №60	Trental tabletka 100 mg №60	brand_spelling_not_verified
22760	ТРЕС-ОРИКС ФОРТЕ СИРОП 250МЛ	Трес-орикс Форте сироп 250 мл	Tres-oriks Forte sirop 250 ml	brand_spelling_not_verified
22761	ТРЕСИБА ФЛЕКСТАЧ 100МЕ/МЛ 3МЛ №5 (ШПРИЦ-РУЧКИ)	Тресиба Флекстач 100Ме/мл 3 мл №5 (Шприц-ручки)	Tresiba Flekstach 100Me/ml 3 ml №5 (Shprits-ruchki)	brand_spelling_not_verified
22762	ТРИ-МИГ ТАБ №100	Три-миг таблетки №100	Tri-mig tabletka №100	brand_spelling_not_verified
22763	ТРИ-МИГ ТАБ №20	Три-миг таблетки №20	Tri-mig tabletka №20	brand_spelling_not_verified
22764	ТРИ-РЕГОЛ ТАБ №63	Три-регол таблетки №63	Tri-regol tabletka №63	brand_spelling_not_verified
22765	ТРИАКСОБИОТИК 1,0Г+Р-ЛЬ ФЛ №1	Триаксобиотик 1,0 г+Р-ль флакон №1	Triaksobiotik 1,0 g+R-l flakon №1	brand_spelling_not_verified
22766	ТРИАКСОН 1,0Г+Р-ЛЬ ФЛ №1	Триаксон 1,0 г+Р-ль флакон №1	Triakson 1,0 g+R-l flakon №1	brand_spelling_not_verified
22767	ТРИАЛГИН ТАБ №100	Триалгин таблетки №100	Trialgin tabletka №100	brand_spelling_not_verified
22768	ТРИАМПУР КОМПОЗИТУМ ТАБ 12,5МГ+25МГ №50	Триампур Композитум таблетки 12,5 мг+25 мг №50	Triampur Kompozitum tabletka 12,5 mg+25 mg №50	brand_spelling_not_verified
22769	ТРИБГЕН КАПС №30	Трибген капсулы №30	Tribgen kapsula №30	brand_spelling_not_verified
22770	ТРИБЕКАПС ПЛЮС КАПС №30	Трибекапс Плюс капсулы №30	Tribekaps Plyus kapsula №30	brand_spelling_not_verified
22771	ТРИБЕСТАН ТАБ 250МГ №60	Трибестан таблетки 250 мг №60	Tribestan tabletka 250 mg №60	brand_spelling_not_verified
22772	ТРИБЛОК АМП 3МЛ №6	Триблок ампулы 3 мл №6	Triblok ampula 3 ml №6	brand_spelling_not_verified
22773	ТРИБТАН ТАБ 600МГ №60	Трибтан таблетки 600 мг №60	Tribtan tabletka 600 mg №60	brand_spelling_not_verified
22774	ТРИБУЛУС CALIFORNIA GOLD NUTRITION ТАБ 1000МГ №60	Трибулус CALIFORNIA GOLD NUTRITION таблетки 1000 мг №60	Tribulus CALIFORNIA GOLD NUTRITION tabletka 1000 mg №60	brand_spelling_not_verified
22775	ТРИБУЛУС NOW SPORTS НАТУРАЛЬНЫЙ КАПС 500МГ №100	Трибулус NOW SPORTS Натуральный капсулы 500 мг №100	Tribulus NOW SPORTS Naturalniy kapsula 500 mg №100	brand_spelling_not_verified
22776	ТРИБУФИЛ КАПС №30	Трибуфил капсулы №30	Tribufil kapsula №30	brand_spelling_not_verified
22777	ТРИГАММА АМП 2МЛ №5	Тригамма ампулы 2 мл №5	Trigamma ampula 2 ml №5	brand_spelling_not_verified
22778	ТРИГАН-Д ТАБ №100	Триган-д таблетки №100	Trigan-d tabletka №100	brand_spelling_not_verified
22779	ТРИГРИМ ТАБ 10МГ №30	Тригрим таблетки 10 мг №30	Trigrim tabletka 10 mg №30	brand_spelling_not_verified
22780	ТРИГРИМ ТАБ 5МГ №30	Тригрим таблетки 5 мг №30	Trigrim tabletka 5 mg №30	brand_spelling_not_verified
22781	ТРИДЕНТ ЖЕВ/РЕЗ SPEARMINT №1	Тридент Жев/рез SPEARMINT №1	Trident Jev/rez SPEARMINT №1	unresolved_abbreviation
22782	ТРИДЕРМ КРЕМ 15Г	Тридерм крем 15 г	Triderm krem 15 g	brand_spelling_not_verified
22783	ТРИДЕРМ МАЗЬ 15Г	Тридерм мазь 15 г	Triderm surtma 15 g	brand_spelling_not_verified
22784	ТРИДОКС КРЕМ 15Г	Тридокс крем 15 г	Tridoks krem 15 g	brand_spelling_not_verified
22785	ТРИДУКТАН МВ ТАБ 35МГ №20	Тридуктан МВ таблетки 35 мг №20	Triduktan Mv tabletka 35 mg №20	brand_spelling_not_verified
22786	ТРИДУКТАН МВ ТАБ 35МГ №60	Тридуктан МВ таблетки 35 мг №60	Triduktan Mv tabletka 35 mg №60	brand_spelling_not_verified
22787	ТРИЗИМ МИКРОКАПС 10000ЕД №20	Тризим Микрокапс 10000ЕД №20	Trizim Mikrokaps 10000Ed №20	brand_spelling_not_verified
22788	ТРИЗИМ МИКРОКАПС 25000ЕД №20	Тризим Микрокапс 25000ЕД №20	Trizim Mikrokaps 25000Ed №20	brand_spelling_not_verified
22789	ТРИЗИМ ТАБ №20	Тризим таблетки №20	Trizim tabletka №20	brand_spelling_not_verified
22790	ТРИКОРТИН АМП 12МГ+1МГ/2МЛ 2МЛ №5	Трикортин ампулы 12 мг+1 мг/2 мл 2 мл №5	Trikortin ampula 12 mg+1 mg/2 ml 2 ml №5	brand_spelling_not_verified
22791	ТРИКСОН 1,0Г+Р-ЛЬ ФЛ №1	Триксон 1,0 г+Р-ль флакон №1	Trikson 1,0 g+R-l flakon №1	brand_spelling_not_verified
22792	ТРИЛАМ Р-Р Д/ИНФ 200МЛ	Трилам раствор для инфузий 200 мл	Trilam eritma infuziya uchun 200 ml	brand_spelling_not_verified
22793	ТРИМЕДАТ ДЛЯ ДЕТЕЙ ТАБ 100МГ №10	Тримедат ДЛЯ Детей таблетки 100 мг №10	Trimedat Dlya Detey tabletka 100 mg №10	brand_spelling_not_verified
22794	ТРИМЕДАТ ТАБ 200МГ №30	Тримедат таблетки 200 мг №30	Trimedat tabletka 200 mg №30	brand_spelling_not_verified
22795	ТРИМЕДАТ ФОРТЕ ТАБ 300МГ №20	Тримедат Форте таблетки 300 мг №20	Trimedat Forte tabletka 300 mg №20	brand_spelling_not_verified
22796	ТРИМЕИК ТАБ 4МГ/1,25МГ/10МГ №30	Тримеик таблетки 4 мг/1,25 мг/10 мг №30	Trimeik tabletka 4 mg/1,25 mg/10 mg №30	brand_spelling_not_verified
22797	ТРИМЕИК ТАБ 4МГ/1,25МГ/5МГ №30	Тримеик таблетки 4 мг/1,25 мг/5 мг №30	Trimeik tabletka 4 mg/1,25 mg/5 mg №30	brand_spelling_not_verified
22798	ТРИМЕИК ТАБ 8МГ/2,5МГ/10МГ №30	Тримеик таблетки 8 мг/2,5 мг/10 мг №30	Trimeik tabletka 8 mg/2,5 mg/10 mg №30	brand_spelling_not_verified
22799	ТРИМЕИК ТАБ 8МГ/2,5МГ/5МГ №30	Тримеик таблетки 8 мг/2,5 мг/5 мг №30	Trimeik tabletka 8 mg/2,5 mg/5 mg №30	brand_spelling_not_verified
22800	ТРИМЕКОР ТАБ 20МГ №60	Тримекор таблетки 20 мг №60	Trimekor tabletka 20 mg №60	brand_spelling_not_verified
22801	ТРИМЕКОР-MR ТАБ 35МГ №30	Тримекор-MR таблетки 35 мг №30	Trimekor-MR tabletka 35 mg №30	brand_spelling_not_verified
22802	ТРИМЕКОР-MR ТАБ 35МГ №60	Тримекор-MR таблетки 35 мг №60	Trimekor-MR tabletka 35 mg №60	brand_spelling_not_verified
22803	ТРИМЕТАБОЛ Р-Р+ПОР 3Г 150МЛ	Триметабол раствор+порошок 3 г 150 мл	Trimetabol eritma+kukun 3 g 150 ml	brand_spelling_not_verified
22804	ТРИМЕТАЗИДИН-MR ТАБ 35МГ №30	Триметазидин-MR таблетки 35 мг №30	Trimetazidin-MR tabletka 35 mg №30	brand_spelling_not_verified
22805	ТРИМОЛ МАКС МАЗЬ 25Г	Тримол Макс мазь 25 г	Trimol Maks surtma 25 g	brand_spelling_not_verified
22806	ТРИМОЛ ТАБ №100	Тримол таблетки №100	Trimol tabletka №100	brand_spelling_not_verified
22807	ТРИМОЛ ФОРТЕ ТАБ №100	Тримол Форте таблетки №100	Trimol Forte tabletka №100	brand_spelling_not_verified
22808	ТРИНАЗОЛ КРЕМ 15Г	Триназол крем 15 г	Trinazol krem 15 g	brand_spelling_not_verified
22809	ТРИНОМИЯ КАПС 100МГ/20МГ/2,5МГ №28	Триномия капсулы 100 мг/20 мг/2,5 мг №28	Trinomiya kapsula 100 mg/20 mg/2,5 mg №28	brand_spelling_not_verified
22810	ТРИНОМИЯ КАПС 100МГ/20МГ/5МГ №28	Триномия капсулы 100 мг/20 мг/5 мг №28	Trinomiya kapsula 100 mg/20 mg/5 mg №28	brand_spelling_not_verified
22811	ТРИНТАЛ С.Т АМП 2% 5МЛ №5	Тринтал С.Т ампулы 2% 5 мл №5	Trintal S.T ampula 2% 5 ml №5	unresolved_abbreviation
22812	ТРИОВИТ КАПС №30	Триовит капсулы №30	Triovit kapsula №30	brand_spelling_not_verified
22813	ТРИОГАЛЕН НАСТОЙКА 50МЛ	Триогален Настойка 50 мл	Triogalen Nastoyka 50 ml	brand_spelling_not_verified
22814	ТРИОДЕКС ГЛ/УШ/КАПЛИ 5МЛ	Триодекс Гл/уш/капли 5 мл	Triodeks Gl/ush/kapli 5 ml	brand_spelling_not_verified
22815	ТРИОДЕКС С ФЕНИЛЭФРИНОМ СПРЕЙ НАЗ 15МЛ	Триодекс С Фенилэфрином спрей НАЗ 15 мл	Triodeks S Fenilefrinom sprey Naz 15 ml	brand_spelling_not_verified
22816	ТРИОКАРД 50МЛ	Триокард 50 мл	Triokard 50 ml	brand_spelling_not_verified
22817	ТРИОМАКС-ДАРНИЦА АМП 25МГ/МЛ 2МЛ №10	Триомакс-дарница ампулы 25 Мг/мл 2 мл №10	Triomaks-darnitsa ampula 25 Mg/ml 2 ml №10	brand_spelling_not_verified
22818	ТРИОМАКС-ДАРНИЦА АМП 25МГ/МЛ 4МЛ №10	Триомакс-дарница ампулы 25 Мг/мл 4 мл №10	Triomaks-darnitsa ampula 25 Mg/ml 4 ml №10	brand_spelling_not_verified
22819	ТРИОМБРАСТ АМП 60% 20МЛ №5	Триомбраст ампулы 60% 20 мл №5	Triombrast ampula 60% 20 ml №5	brand_spelling_not_verified
22820	ТРИОМБРАСТ АМП 76% 20МЛ №5	Триомбраст ампулы 76% 20 мл №5	Triombrast ampula 76% 20 ml №5	brand_spelling_not_verified
22821	ТРИПЛИКСАМ ТАБ 10МГ/2,5МГ/10МГ №30	Трипликсам таблетки 10 мг/2,5 мг/10 мг №30	Tripliksam tabletka 10 mg/2,5 mg/10 mg №30	brand_spelling_not_verified
22822	ТРИПЛИКСАМ ТАБ 10МГ/2,5МГ/5МГ №30	Трипликсам таблетки 10 мг/2,5 мг/5 мг №30	Tripliksam tabletka 10 mg/2,5 mg/5 mg №30	brand_spelling_not_verified
22823	ТРИПЛИКСАМ ТАБ 5МГ/1,25МГ/10МГ №30	Трипликсам таблетки 5 мг/1,25 мг/10 мг №30	Tripliksam tabletka 5 mg/1,25 mg/10 mg №30	brand_spelling_not_verified
22824	ТРИПЛИКСАМ ТАБ 5МГ/1,25МГ/5МГ №30	Трипликсам таблетки 5 мг/1,25 мг/5 мг №30	Tripliksam tabletka 5 mg/1,25 mg/5 mg №30	brand_spelling_not_verified
22825	ТРИПСИН КРИСТАЛЛИЧ ЛИОФ Д/ИН 10МГ ФЛ №10	Трипсин Кристаллич Лиоф для инъекций 10 мг флакон №10	Tripsin Kristallich Liof inyeksiya uchun 10 mg flakon №10	brand_spelling_not_verified
22826	ТРИСЕПТОЛ 100МГ/20МГ ТАБ №20	Трисептол 100 мг/20 мг таблетки №20	Triseptol 100 mg/20 mg tabletka №20	brand_spelling_not_verified
22827	ТРИСОЛЬ Р-Р Д/ИНФ 200МЛ	Трисоль раствор для инфузий 200 мл	Trisol eritma infuziya uchun 200 ml	brand_spelling_not_verified
22828	ТРИСОЛЬ Р-Р Д/ИНФ 200МЛ	Трисоль раствор для инфузий 200 мл	Trisol eritma infuziya uchun 200 ml	brand_spelling_not_verified
22829	ТРИСОЛЬ Р-Р Д/ИНФ 250МЛ	Трисоль раствор для инфузий 250 мл	Trisol eritma infuziya uchun 250 ml	brand_spelling_not_verified
22830	ТРИСОЛЬ Р-Р Д/ИНФ 250МЛ	Трисоль раствор для инфузий 250 мл	Trisol eritma infuziya uchun 250 ml	brand_spelling_not_verified
22831	ТРИСОЛЬ-ДЖУРАБЕК Р-Р Д/ИН 250МЛ	Трисоль-джурабек раствор для инъекций 250 мл	Trisol-djurabek eritma inyeksiya uchun 250 ml	brand_spelling_not_verified
22832	ТРИТТИКО ТАБ 150МГ №20	Триттико таблетки 150 мг №20	Trittiko tabletka 150 mg №20	brand_spelling_not_verified
22833	ТРИФАС КОР ТАБ 5МГ №30	Трифас КОР таблетки 5 мг №30	Trifas Kor tabletka 5 mg №30	brand_spelling_not_verified
